Average velocities saved to average_velocities.txt
         31881503 function calls (31027791 primitive calls) in 41.996 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      358    0.000    0.000    0.000    0.000 enum.py:1287(name)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
       25    0.000    0.000    0.000    0.000 helpers.py:251(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib.backends._macosx.wake_on_fd_write}
        3    0.000    0.000    0.000    0.000 core.py:1754(suppress)
      342    0.000    0.000    0.000    0.000 enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 Image.py:156(Transform)
      231    0.000    0.000    0.000    0.000 backend_bases.py:875(set_clip_rectangle)
      200    0.000    0.000    0.000    0.000 contextlib.py:772(__init__)
       24    0.000    0.000    0.000    0.000 backend_bases.py:1979(<genexpr>)
      230    0.000    0.000    0.000    0.000 artist.py:889(get_clip_path)
        1    0.000    0.000    0.000    0.000 cm.py:301(ScalarMappable)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:702(polyval)
        1    0.000    0.000    0.000    0.000 axes3d.py:205(set_top_view)
      291    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
      134    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        2    0.000    0.000    0.000    0.000 gridspec.py:313(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:202(OffsetBox)
      127    0.000    0.000    0.000    0.000 core.py:2453(__getnewargs__)
        1    0.000    0.000    0.000    0.000 cbook.py:2188(_pformat_subprocess)
        1    0.000    0.000    0.000    0.000 patches.py:1765(Annulus)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
      7/1    0.000    0.000    0.000    0.000 offsetbox.py:221(set_figure)
       55    0.000    0.000    0.000    0.000 inspect.py:2534(<lambda>)
       37    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
      200    0.000    0.000    0.000    0.000 axes3d.py:475(update_datalim)
        1    0.000    0.000    0.000    0.000 core.py:3559(__init__)
      435    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 typing.py:738(_make_union)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2317(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 image.py:231(_ImageBase)
        5    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       10    0.000    0.000    0.000    0.000 core.py:4714(_generateDefaultName)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       12    0.000    0.000    0.000    0.000 core.py:283(wrapper)
      200    0.000    0.000    0.000    0.000 multiarray.py:1422(may_share_memory)
        3    0.000    0.000    0.000    0.000 axis.py:2247(_get_ticks_position)
        2    0.000    0.000    0.000    0.000 subprocess.py:1259(wait)
      212    0.000    0.000    0.000    0.000 markers.py:336(get_path)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
      171    0.000    0.000    0.000    0.000 core.py:1771(leave_whitespace)
        1    0.000    0.000    0.000    0.000 patches.py:714(Rectangle)
        1    0.000    0.000    0.000    0.000 legend.py:1032(set_title)
        3    0.000    0.000    0.000    0.000 core.py:2482(__init__)
       27    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        2    0.000    0.000    0.000    0.000 figure.py:2146(_set_artist_props)
        6    0.000    0.000    0.000    0.000 typing.py:1581(<genexpr>)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
      105    0.000    0.000    0.000    0.000 _docstring.py:114(copy)
      200    0.000    0.000    0.000    0.000 markers.py:269(is_filled)
        1    0.000    0.000    0.000    0.000 core.py:4724(IndentedBlock)
        2    0.000    0.000    0.000    0.000 offsetbox.py:45(_compat_get_offset)
        1    0.000    0.000    0.000    0.000 axes3d.py:1273(mouse_init)
        1    0.000    0.000    0.000    0.000 results.py:39(ParseResults)
        1    0.000    0.000    0.000    0.000 <frozen os>:654(get_exec_path)
       18    0.000    0.000    0.000    0.000 deprecation.py:157(_deprecated_property)
       59    0.000    0.000    0.000    0.000 typing.py:1088(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:184(Dither)
        2    0.000    0.000    0.000    0.000 signal.py:56(signal)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10ab1bc40}
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
        1    0.000    0.000    0.000    0.000 Image.py:197(Quantize)
      180    0.000    0.000    0.000    0.000 rcsetup.py:70(func)
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 animation.py:292(_adjust_frame_size)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
      100    0.000    0.000    0.000    0.000 box.py:31(add_particle)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2214(get_type_hints)
       56    0.000    0.000    0.000    0.000 cbook.py:106(__hash__)
     14/8    0.000    0.000    0.000    0.000 offsetbox.py:233(axes)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
       65    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
      114    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       13    0.000    0.000    0.000    0.000 core.py:8739(_replace_return_type)
      200    0.000    0.000    0.000    0.000 figure.py:2600(_check_layout_engines_compat)
        1    0.000    0.000    0.000    0.000 transforms.py:678(Bbox)
      200    0.000    0.000    0.000    0.000 _base.py:2236(<genexpr>)
        6    0.000    0.000    0.000    0.000 __init__.py:316(_logged_cached)
        2    0.000    0.000    0.000    0.000 legend.py:636(_set_artist_props)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        1    0.000    0.000    0.000    0.000 patches.py:1008(StepPatch)
        2    0.000    0.000    0.000    0.000 selectors.py:351(register)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        2    0.000    0.000    0.000    0.000 __init__.py:188(caching_module_getattr)
       15    0.000    0.000    0.000    0.000 rcsetup.py:163(validate_axisbelow)
      202    0.000    0.000    0.000    0.000 backend_bases.py:1880(draw)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:104(Disposal)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        5    0.000    0.000    0.000    0.000 typing.py:2140(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _base.py:3622(get_xlim)
        1    0.000    0.000    0.000    0.000 patches.py:654(Shadow)
        4    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 core.py:3464(__init__)
        1    0.000    0.000    0.000    0.000 registry.py:5(BackendFilter)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
       63    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
      201    0.000    0.000    0.000    0.000 transforms.py:2123(frozen)
        2    0.000    0.000    0.000    0.000 functools.py:798(singledispatch)
        1    0.000    0.000    0.000    0.000 patches.py:1585(Ellipse)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        2    0.000    0.000    0.000    0.000 subprocess.py:2021(_wait)
      276    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
       88    0.000    0.000    0.000    0.000 backend_bases.py:1220(guiEvent)
        2    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:117(Artist)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 core.py:3664(__init__)
       26    0.000    0.000    0.000    0.000 cbook.py:2191(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
      102    0.000    0.000    0.000    0.000 exceptions.py:49(__init__)
        2    0.000    0.000    0.000    0.000 pyplot.py:554(draw_if_interactive)
      174    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        2    0.000    0.000    0.000    0.000 cbook.py:259(disconnect)
        1    0.000    0.000    0.000    0.000 patches.py:931(RegularPolygon)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
       35    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
        1    0.000    0.000    0.000    0.000 animation.py:513(output_args)
       33    0.000    0.000    0.000    0.000 numeric.py:1937(isscalar)
       32    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
       12    0.000    0.000    0.000    0.000 core.py:6055(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1059(_scandir)
       18    0.000    0.000    0.000    0.000 typing.py:2505(overload)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
      200    0.000    0.000    0.000    0.000 contextlib.py:775(__enter__)
        1    0.000    0.000    0.000    0.000 core.py:5400(__init__)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
       11    0.000    0.000    0.000    0.000 weakref.py:510(update)
        1    0.000    0.000    0.000    0.000 unicode.py:236(Japanese)
       35    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        7    0.000    0.000    0.000    0.000 spines.py:135(get_patch_transform)
        7    0.000    0.000    0.000    0.000 artist.py:903(set_clip_on)
        1    0.000    0.000    0.000    0.000 helpers.py:662(OpAssoc)
        2    0.000    0.000    0.000    0.000 gridspec.py:212(__getitem__)
        2    0.000    0.000    0.000    0.000 figure.py:1640(sca)
        2    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
       97    0.000    0.000    0.000    0.000 core.py:6101(<genexpr>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:460(__call__)
       84    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
        1    0.000    0.000    0.000    0.000 patches.py:2564(__call__)
       88    0.000    0.000    0.000    0.000 _base.py:4056(get_navigate)
        1    0.000    0.000    0.000    0.000 core.py:717(add_condition)
        2    0.000    0.000    0.000    0.000 core.py:6928(__init__)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        9    0.000    0.000    0.000    0.000 <frozen os>:841(fsencode)
        1    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       84    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
        4    0.000    0.000    0.000    0.000 offsetbox.py:273(set_offset)
       95    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
      201    0.000    0.000    0.000    0.000 fromnumeric.py:1140(_argsort_dispatcher)
       44    0.000    0.000    0.000    0.000 deprecation.py:102(deprecated)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
       33    0.000    0.000    0.000    0.000 offsetbox.py:184(<genexpr>)
       62    0.000    0.000    0.000    0.000 patches.py:2357(_register_style)
       12    0.000    0.000    0.000    0.000 markers.py:290(get_joinstyle)
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
      161    0.000    0.000    0.000    0.000 util.py:240(escape_re_range_char)
        1    0.000    0.000    0.000    0.000 quiver.py:443(Quiver)
        1    0.000    0.000    0.000    0.000 spines.py:507(x)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       37    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 patches.py:1117(Polygon)
       42    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 legend_handler.py:77(_update_prop)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 cbook.py:815(Grouper)
       37    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        5    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
       30    0.000    0.000    0.000    0.000 path.py:344(__len__)
        1    0.000    0.000    0.000    0.000 quiver.py:868(Barbs)
        2    0.000    0.000    0.000    0.000 deprecation.py:142(finalize)
        1    0.000    0.000    0.000    0.000 colorbar.py:195(Colorbar)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:125(Blend)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 table.py:238(Table)
       10    0.000    0.000    0.000    0.000 results.py:349(get)
      162    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
     16/4    0.000    0.000    0.000    0.000 ast.py:86(_convert)
        1    0.000    0.000    0.000    0.000 core.py:6754(__array_finalize__)
        1    0.000    0.000    0.000    0.000 particle.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:4367(<genexpr>)
        6    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 art3d.py:646(Path3DCollection)
        1    0.000    0.000    0.000    0.000 legend.py:646(set_loc)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 legend_handler.py:83(_default_update_prop)
        2    0.000    0.000    0.000    0.000 cbook.py:35(_get_running_interactive_framework)
      109    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        2    0.000    0.000    0.000    0.000 selectors.py:365(unregister)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
       34    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 Image.py:192(Palette)
        5    0.000    0.000    0.000    0.000 pyplot.py:1080(gcf)
        2    0.000    0.000    0.000    0.000 shape_base.py:140(atleast_3d)
        1    0.000    0.000    0.000    0.000 _base.py:3875(get_ylim)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      134    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
      150    0.000    0.000    0.000    0.000 bezier.py:242(degree)
       18    0.000    0.000    0.000    0.000 offsetbox.py:332(get_visible_children)
        1    0.000    0.000    0.000    0.000 patches.py:281(update_from)
        2    0.000    0.000    0.000    0.000 selectors.py:234(register)
        1    0.000    0.000    0.000    0.000 threading.py:884(__init__)
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        8    0.000    0.000    0.000    0.000 util.py:118(clear)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        2    0.000    0.000    0.000    0.000 figure.py:3133(clear)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4016(And)
        2    0.000    0.000    0.000    0.000 _histograms_impl.py:334(_unsigned_subtract)
        1    0.000    0.000    0.000    0.000 core.py:1100(enable_packrat)
       85    0.000    0.000    0.000    0.000 core.py:1959(streamline)
       41    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3499(_generateDefaultName)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        3    0.000    0.000    0.000    0.000 core.py:705(add_parse_action)
        3    0.000    0.000    0.000    0.000 contextlib.py:475(_create_cb_wrapper)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:292(PurePath)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       30    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 art3d.py:183(Line3D)
       14    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
       10    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        6    0.000    0.000    0.000    0.000 rcsetup.py:291(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 animation.py:134(AbstractMovieWriter)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       65    0.000    0.000    0.000    0.000 inspect.py:524(isbuiltin)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 polar.py:814(PolarAxes)
       49    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
      134    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        1    0.000    0.000    0.000    0.000 pickle.py:1179(_Unpickler)
        4    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.000    0.000 patches.py:1952(Circle)
        1    0.000    0.000    0.000    0.000 core.py:327(condition_as_parse_action)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 patches.py:1560(CirclePolygon)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        4    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 quiver.py:235(QuiverKey)
        1    0.000    0.000    0.000    0.000 patches.py:3941(set_boxstyle)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        9    0.000    0.000    0.000    0.000 axis.py:2263(<genexpr>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 patches.py:1216(Wedge)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:387(nanmax)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2335(new_timer)
        4    0.000    0.000    0.000    0.000 signal.py:36(_enum_to_int)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
        2    0.000    0.000    0.000    0.000 transforms.py:2652(__init__)
        1    0.000    0.000    0.000    0.000 core.py:104(__diag__)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        2    0.000    0.000    0.000    0.000 offsetbox.py:604(get_transform)
        1    0.000    0.000    0.000    0.000 cbook.py:120(CallbackRegistry)
        4    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 offsetbox.py:874(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 font_manager.py:987(FontManager)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
       42    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3735(__init__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:583(swapaxes)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        2    0.000    0.000    0.000    0.000 rcsetup.py:446(validate_whiskers)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
        2    0.000    0.000    0.000    0.000 arrayprint.py:537(decorating_function)
        2    0.000    0.000    0.000    0.000 tokenize.py:382(find_cookie)
       94    0.000    0.000    0.000    0.000 __init__.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
      156    0.000    0.000    0.000    0.000 core.py:806(postParse)
        1    0.000    0.000    0.000    0.000 subprocess.py:2008(_try_wait)
       80    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(__iter__)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 random.py:889(getrandbits)
       12    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
       30    0.000    0.000    0.000    0.000 core.py:696(<genexpr>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_backend)
       22    0.000    0.000    0.000    0.000 util.py:195(__init__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       14    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
       35    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
       54    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       31    0.000    0.000    0.000    0.000 legend.py:1249(<genexpr>)
       12    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        2    0.000    0.000    0.000    0.000 figure.py:907(clear)
        1    0.000    0.000    0.000    0.000 pathlib.py:824(Path)
        1    0.000    0.000    0.000    0.000 Image.py:3830(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 transforms.py:1894(Affine2D)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3514(draw_if_interactive)
       57    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
       74    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 patches.py:980(PathPatch)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       15    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       47    0.000    0.000    0.000    0.000 backend_agg.py:259(points_to_pixels)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1308(Vlist)
        1    0.000    0.000    0.000    0.000 offsetbox.py:615(set_offset)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 figure.py:3237(<lambda>)
       25    0.000    0.000    0.000    0.000 shlex.py:323(quote)
      129    0.000    0.000    0.000    0.000 results.py:29(__getitem__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:744(set_offset)
       65    0.000    0.000    0.000    0.000 results.py:269(__bool__)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
       11    0.000    0.000    0.000    0.000 typing.py:2339(get_origin)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
       24    0.000    0.000    0.000    0.000 patches.py:2341(<genexpr>)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1891(TriMesh)
       65    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
      100    0.000    0.000    0.000    0.000 axis.py:337(<genexpr>)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       10    0.000    0.000    0.000    0.000 axis.py:2304(_make_getset_interval)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
        5    0.000    0.000    0.000    0.000 core.py:6109(token_map)
       37    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
       78    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1165(LockableBbox)
        1    0.000    0.000    0.000    0.000 pathlib.py:591(suffix)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:5327(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 collections.py:1723(EllipseCollection)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:2334(XAxis)
       71    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        5    0.000    0.000    0.000    0.000 _pylab_helpers.py:99(get_active)
        1    0.000    0.000    0.000    0.000 collections.py:1257(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        4    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
        3    0.000    0.000    0.000    0.000 backend_agg.py:86(_update_methods)
        1    0.000    0.000    0.000    0.000 dviread.py:789(PsfontsMap)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       56    0.000    0.000    0.000    0.000 core.py:4124(<genexpr>)
