Average velocities saved to average_velocities.txt
         31881503 function calls (31027791 primitive calls) in 41.996 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 figure.py:1692(_process_projection_requirements)
       12    0.000    0.000    0.000    0.000 markers.py:293(get_capstyle)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 threading.py:1045(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
       24    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       12    0.000    0.000    0.000    0.000 lines.py:941(get_markeredgecolor)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
       17    0.000    0.000    0.000    0.000 enum.py:1188(_generate_next_value_)
        5    0.000    0.000    0.000    0.000 functools.py:839(_is_union_type)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1061(__init__)
       17    0.000    0.000    0.000    0.000 inspect.py:2851(__hash__)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
       21    0.000    0.000    0.000    0.000 offsetbox.py:336(get_children)
        1    0.000    0.000    0.000    0.000 axes3d.py:1091(view_init)
        6    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1349(_get_parent_path)
        2    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       21    0.000    0.000    0.000    0.000 typing.py:2875(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 patches.py:2302(__new__)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 rcsetup.py:281(_validate_toolbar)
       29    0.000    0.000    0.000    0.000 offsetbox.py:187(<genexpr>)
        6    0.000    0.000    0.000    0.000 functools.py:843(_is_valid_dispatch_type)
       34    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        5    0.000    0.000    0.000    0.000 figure.py:102(current)
        2    0.000    0.000    0.000    0.000 <frozen os>:723(__delitem__)
        1    0.000    0.000    0.000    0.000 legend.py:713(_set_loc)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4865(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1090(TransformedBbox)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
       20    0.000    0.000    0.000    0.000 inspect.py:3109(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
        4    0.000    0.000    0.000    0.000 deprecation.py:353(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_recalculate)
       40    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       47    0.000    0.000    0.000    0.000 core.py:4354(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 art3d.py:852(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 signal.py:62(getsignal)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        3    0.000    0.000    0.000    0.000 legend.py:825(get_legend_handler)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
       26    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        1    0.000    0.000    0.000    0.000 patches.py:4088(set_bounds)
        1    0.000    0.000    0.000    0.000 polar.py:516(_ThetaShift)
       74    0.000    0.000    0.000    0.000 util.py:243(no_escape_re_range_char)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3264(update)
        1    0.000    0.000    0.000    0.000 transforms.py:1286(Transform)
       12    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:604(_validate_greaterequal0_lessequal1)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2165(IPv6Interface)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        1    0.000    0.000    0.000    0.000 numeric.py:896(outer)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
       57    0.000    0.000    0.000    0.000 __init__.py:265(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 axis.py:2572(YAxis)
       31    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
       47    0.000    0.000    0.000    0.000 core.py:4355(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:18(_allow_interrupt_macos)
       24    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:1463(formatannotation)
        1    0.000    0.000    0.000    0.000 __init__.py:493(hugepage_setup)
        1    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1332(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:567(DateFormatter)
        3    0.000    0.000    0.000    0.000 pyplot.py:1117(get_fignums)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 axis.py:1969(set_pickradius)
        3    0.000    0.000    0.000    0.000 axis3d.py:265(set_rotate_label)
       37    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 backend_bases.py:2667(notify_axes_change)
        1    0.000    0.000    0.000    0.000 threading.py:616(set)
        2    0.000    0.000    0.000    0.000 gridspec.py:216(_normalize)
        1    0.000    0.000    0.000    0.000 tempfile.py:432(_TemporaryFileCloser)
        6    0.000    0.000    0.000    0.000 rcsetup.py:185(_make_type_validator)
       46    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
       33    0.000    0.000    0.000    0.000 version.py:454(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 widgets.py:2446(SpanSelector)
       11    0.000    0.000    0.000    0.000 typing.py:1097(<genexpr>)
       24    0.000    0.000    0.000    0.000 typing.py:1999(<genexpr>)
        1    0.000    0.000    0.000    0.000 spines.py:522(Spines)
        1    0.000    0.000    0.000    0.000 _base.py:1764(set_box_aspect)
        1    0.000    0.000    0.000    0.000 font_manager.py:539(FontProperties)
       31    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 animation.py:255(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5897(__init__)
        2    0.000    0.000    0.000    0.000 animation.py:182(frame_size)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        3    0.000    0.000    0.000    0.000 registry.py:208(is_valid_backend)
        1    0.000    0.000    0.000    0.000 core.py:81(__compat__)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        1    0.000    0.000    0.000    0.000 colors.py:677(Colormap)
        3    0.000    0.000    0.000    0.000 core.py:5040(_generateDefaultName)
       56    0.000    0.000    0.000    0.000 pathlib.py:176(_select_from)
        2    0.000    0.000    0.000    0.000 core.py:3581(_generateDefaultName)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
       34    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:2471(add_container)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       11    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
       13    0.000    0.000    0.000    0.000 functools.py:963(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1229(Normalize)
        1    0.000    0.000    0.000    0.000 pyplot.py:1156(close)
        1    0.000    0.000    0.000    0.000 spines.py:500(__getattr__)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 container.py:68(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
       33    0.000    0.000    0.000    0.000 core.py:4642(recurse)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:78(_convert_signed_num)
        2    0.000    0.000    0.000    0.000 {method '_set_window_mode' of 'matplotlib.backends._macosx.FigureManager' objects}
        7    0.000    0.000    0.000    0.000 core.py:2600(_arraymethod)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.set_wakeup_fd}
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
       40    0.000    0.000    0.000    0.000 fromnumeric.py:1362(_argmin_dispatcher)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:211(FontInfo)
        1    0.000    0.000    0.000    0.000 figure.py:2153(SubFigure)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 widgets.py:3123(RectangleSelector)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1751(ParserState)
        1    0.000    0.000    0.000    0.000 functools.py:859(<lambda>)
        5    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
        1    0.000    0.000    0.000    0.000 numeric.py:65(zeros_like)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        4    0.000    0.000    0.000    0.000 _base.py:2960(<genexpr>)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:328(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 dviread.py:991(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:117(set_active)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:30(ImagePalette)
        1    0.000    0.000    0.000    0.000 collections.py:961(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 _mathtext.py:540(UnicodeFonts)
        6    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 util.py:14(__config_flags)
       17    0.000    0.000    0.000    0.000 results.py:272(__iter__)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 transforms.py:1695(TransformWrapper)
        1    0.000    0.000    0.000    0.000 core.py:3718(__init__)
       10    0.000    0.000    0.000    0.000 core.py:3739(parseImpl)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1080(poly1d)
        4    0.000    0.000    0.000    0.000 typing.py:2314(_strip_annotations)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
       24    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        3    0.000    0.000    0.000    0.000 contextlib.py:477(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
       14    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:265(Condition)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        4    0.000    0.000    0.000    0.000 spines.py:208(register_axis)
        1    0.000    0.000    0.000    0.000 polar.py:758(_WedgeBbox)
       12    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
